Title,Artist,ConstituentID,ArtistBio,Ethnicity,Nationality,Gender,Medium,CreditLine,Classification,Department,DateAcquired,URL,ImageURL
The Right Eyes: Photo-Index of Standard Images from 24/27/28-01-2004 from the Museum in Progress project The Standard Museum,Clegg and Guttmann,30882,"(Irish and Israeli, born 1957)",Israeli,(Irish),(male),"Four lithographs, offset printed",Linda Barth Goldstein Fund,Print,Drawings & Prints,2006-06-01,,
You are looking at a reproduction of a reproduction (for Walter Benjamin) from the Museum in Progress project TransAct: Transnational Activities in the Cultural Field,Naomi Tereza Salmon,31026,"(Israeli, born 1965)",Israeli,(Israeli),(female),"Lithograph, offset printed",Linda Barth Goldstein Fund,Print,Drawings & Prints,2006-06-01,,
Scenario Data from the Museum in Progress project Functional Pictures,Eran Schaerf,31031,"(German of Israeli origin, born 1962)",Israeli,(German),(male),"Lithograph, offset printed",Linda Barth Goldstein Fund,Print,Drawings & Prints,2006-06-01,,
Israeli Military Checkpoint from the Museum in Progress project Utopia Station,"Horit Herman Peled, Martha Rosler","31328, 6832","(Israeli) (American, born 1943)",Israeli,(Israeli) (American),(female) (female),"Two lithographs, offset printed",Linda Barth Goldstein Fund,Print,Drawings & Prints,2006-06-01,,
PillCam™ Capsule Endoscopy,"Given Imaging Ltd., Israel",32067,"(Israeli, est. 1998)",Israeli,(Israeli),(),"Plastic, miniature color video camera, flash, batteries, transmitter and antenna",Gift of the manufacturer,Design,Architecture & Design,2007-02-20,https://www.moma.org/collection/works/106988,
Blessing,Barry Frydlender,28048,"(Israeli, born 1954)",Israeli,(Israeli),(male),Chromogenic print,Acquired through the generosity of Jo Carole Lauder,Photograph,Photography,2007-02-15,https://www.moma.org/collection/works/107924,https://www.moma.org/media/W1siZiIsIjExMzI4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b91e96846b5d8dfe
Screw,Ron Arad,8428,"(British, born Israel 1951)",Israeli,(British),(male),Aluminum and stainless steel,Gift of the manufacturer,Design,Architecture & Design,2006-01-01,https://www.moma.org/collection/works/108071,https://www.moma.org/media/W1siZiIsIjE1NzE5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=eb223dd6a43ce045
MT3,Ron Arad,8428,"(British, born Israel 1951)",Israeli,(British),(male),Rotation-molded polyethylene,Gift of the manufacturer,Design,Architecture & Design,2005-01-01,https://www.moma.org/collection/works/108072,https://www.moma.org/media/W1siZiIsIjE1NjM0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d34b4d938e501d92
Eye Candy from the Sensory Plasticity project (Models),"Eyal Burstein, Michele Gauler, Beta Tank","33000, 33001, 33002","(Israeli, born 1977) (German, born 1973) (UK, est. 2007)",Israeli,(Israeli) (German) (British),(male) (female) (),"Copper, steel, polyurethane, and sugar","Gift of the Speyer Family Foundation
",Design,Architecture & Design,2008-05-22,https://www.moma.org/collection/works/110177,
Materialecology,"Neri Oxman, Massachusetts Institute of Technology, Cambridge, MA, Z Corporation","33046, 8879, 34333","(American, born Israel, 1976) (est. 1861) (USA)",Israeli,(American) (American) (American),(female) () (),"Subterrain: Coded FEA, Rhinoceros, and Generative Components software; CNC milled laminated oak and cherry wood
Monocoque: Rhinoceros and Generative Components software; full cure digital materials Vero White and Tango Black, acrylic based photopolymers, and plaster resin composite
Raycounting: Rhinoceros and Generative Components software; photo reactive liquid resin SL 7510 and nylon 12
Cartesian Wax: Rhinoceros and Generative Components software; ultra low viscosity urethane rubber, semi rigid polyurethane casting resin composite, and machinable wax",Gift of The Contemporary Arts Council of The Museum of Modern Art,Design,Architecture & Design,2008-01-01,,
Untitled from the Museum in Progress project The Message as Medium,"Various Artists, Heimo Zobernig, Clegg and Guttmann, Christian Philipp Müller, Mark Dion, Werner Büttner, Michael Krebber, Thomas Locher, Stephen Prina, Fareed Armaly, Andrea Fraser","24409, 30303, 30882, 30997, 27427, 7397, 19163, 29592, 4739, 30853, 30910","(Austrian, born 1958) (Irish and Israeli, born 1957) (Swiss, born 1957) (American, born 1961) (German, born 1954) (German, born 1954) (German, born 1956) (American, born 1954) (Lebanese–Palestinian, born USA 1957) (American, born 1965)",Israeli,() (Austrian) (Irish) (Swiss) (American) (German) (German) (German) (American) (American) (American),() (male) (male) (male) (male) (male) (male) (male) (male) (male) (female),Ten Cash Flow magazines,Linda Barth Goldstein Fund,Print,Drawings & Prints,2006-06-01,https://www.moma.org/collection/works/111270,https://www.moma.org/media/W1siZiIsIjIyNDUwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a1cc05d466cc2d1d
Kings of the Hill,Yael Bartana,34409,"(Israeli, born 1970)",Israeli,(Israeli),(female),"Video (color, sound)",Acquired through the generosity of José Mugrabi,Installation,Media and Performance,2007-12-10,https://www.moma.org/collection/works/114457,https://www.moma.org/media/W1siZiIsIjEzNTI5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7fc83f282b215296
PizzaKobra,Ron Arad,8428,"(British, born Israel 1951)",Israeli,(British),(male),"Chromed steel, aluminum, and LEDs",Gift of the manufacturer,Design,Architecture & Design,2008-05-22,https://www.moma.org/collection/works/115042,https://www.moma.org/media/W1siZiIsIjE1NjM1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5d09c83d683babc0
more or less from the Museum in Progress project Interventions in Progress,Haim Steinbach,34551,"(American, born Israel 1944)",Israeli,(American),(male),"Lithograph, offset printed",Linda Barth Goldstein Fund,Print,Drawings & Prints,2006-06-01,,
"Subterrain, from the Materialecology project","Neri Oxman, Massachusetts Institute of Technology, Cambridge, MA","33046, 8879","(American, born Israel, 1976) (est. 1861)",Israeli,(American) (American),(female) (),"Coded FEA, Rhinoceros, and Generative Components software; CNC milled laminated oak and cherry wood",Gift of The Contemporary Arts Council of The Museum of Modern Art,Design,Architecture & Design,2008-05-22,https://www.moma.org/collection/works/115849,https://www.moma.org/media/W1siZiIsIjI4NjA3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ce34506c96ad2286
"Raycounting, from the Materialecology project","Neri Oxman, Massachusetts Institute of Technology, Cambridge, MA","33046, 8879","(American, born Israel, 1976) (est. 1861)",Israeli,(American) (American),(female) (),3D printed Vero acrylic polymer,Gift of The Contemporary Arts Council of The Museum of Modern Art,Design,Architecture & Design,2008-05-22,https://www.moma.org/collection/works/115850,https://www.moma.org/media/W1siZiIsIjI4NTQxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=12245af30dfda0fc
"Monocoque, from the Materialecology project","Neri Oxman, Massachusetts Institute of Technology, Cambridge, MA","33046, 8879","(American, born Israel, 1976) (est. 1861)",Israeli,(American) (American),(female) (),3D printed multicolored Vero acrylic polymer,Gift of The Contemporary Arts Council of The Museum of Modern Art,Design,Architecture & Design,2008-05-22,https://www.moma.org/collection/works/115851,https://www.moma.org/media/W1siZiIsIjI4NTQxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ec7d4ade51bb072a
"Cartesian Wax, from the Materialecology project","Neri Oxman, Massachusetts Institute of Technology, Cambridge, MA","33046, 8879","(American, born Israel, 1976) (est. 1861)",Israeli,(American) (American),(female) (),"Rhinoceros and Generative Components software; ultra low viscosity urethane rubber, semi rigid polyurethane casting resin composite, and machinable wax",Gift of The Contemporary Arts Council of The Museum of Modern Art,Design,Architecture & Design,2008-05-22,https://www.moma.org/collection/works/115852,https://www.moma.org/media/W1siZiIsIjI4NjA3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fd89ed5ccc3f7d5f
These Are Not My Images (Neither There Nor Here),Irit Batsry,34851,"(Israeli, born 1957)",Israeli,(Israeli),(female),"Video (black and white and color, sound)","Gift of the Jerome Foundation in honor of its founder, Jerome Hill",Video,Media and Performance,2003-04-15,https://www.moma.org/collection/works/118596,https://www.moma.org/media/W1siZiIsIjEzNzY0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4277264efafe3cd5
Moby Dick,Guy Ben-Ner,35516,"(Israeli, born 1969)",Israeli,(Israeli),(male),"Video (color, sound)",Purchase,Video,Media and Performance,2000-10-15,https://www.moma.org/collection/works/120233,https://www.moma.org/media/W1siZiIsIjE1MTU1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=450bef033373703d
Pan,Tirtza Even,35632,"(Israeli, born 1963)",Israeli,(Israeli),(female),"Video (color, silent)",Purchase,Video,Media and Performance,2005-07-13,https://www.moma.org/collection/works/120253,https://www.moma.org/media/W1siZiIsIjIyMDY3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9a0758d78e50fa0a
Barbed Hula,Sigalit Landau,34303,"(Israeli, born 1969)",Israeli,(Israeli),(female),"Video (color, silent)",Fund for the Twenty-First Century,Video,Media and Performance,2008-03-12,https://www.moma.org/collection/works/121491,https://www.moma.org/media/W1siZiIsIjEzNTU0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=126229a2711e3a76
Day Done,Sigalit Landau,34303,"(Israeli, born 1969)",Israeli,(Israeli),(female),"Video (color, sound)",Fund for the Twenty-First Century,Video,Media and Performance,2008-03-12,https://www.moma.org/collection/works/121492,https://www.moma.org/media/W1siZiIsIjEzNTU0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=80feb5e8274ef156
DeadSee,Sigalit Landau,34303,"(Israeli, born 1969)",Israeli,(Israeli),(female),"Video (color, silent)",Fund for the Twenty-First Century,Video,Media and Performance,2008-03-12,https://www.moma.org/collection/works/121493,https://www.moma.org/media/W1siZiIsIjEzNTU1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=284e05572474f26c
Cycle Spun,Sigalit Landau,34303,"(Israeli, born 1969)",Israeli,(Israeli),(female),"Three videos (color, sound and silent)",Fund for the Twenty-First Century,Video,Media and Performance,2008-03-12,https://www.moma.org/collection/works/121494,https://www.moma.org/media/W1siZiIsIjEzNDcyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f490834c1e3342c1
Art & Project Bulletin #147,Zadok Ben-David,40912,"(Israeli, born 1949)",Israeli,(Israeli),(),"One from a set of 156 offset printed bulletins, exhibition copy",Art & Project/Depot VBVR Gift,Print,Drawings & Prints,2007-11-12,,
Stack,Shay Alkalay,36511,"(Israeli, born 1976)",Israeli,(Israeli),(male),Painted plywood and steel,Fund for the Twenty-First Century,Design,Architecture & Design,2009-01-14,https://www.moma.org/collection/works/126041,https://www.moma.org/media/W1siZiIsIjE3MjAxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f177e2a617b36f5a
Rover Chair,Ron Arad,8428,"(British, born Israel 1951)",Israeli,(British),(male),"Tubular steel, leather, and cast-iron Kee Klamp joints",Architecture & Design Purchase Fund,Design,Architecture & Design,2009-01-14,https://www.moma.org/collection/works/126043,https://www.moma.org/media/W1siZiIsIjE2MTI2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=45272fce3009345e
Rover Sofa,Ron Arad,8428,"(British, born Israel 1951)",Israeli,(British),(male),Painted tubular steel and leather,Architecture & Design Purchase Fund,Design,Architecture & Design,2009-01-14,https://www.moma.org/collection/works/126044,https://www.moma.org/media/W1siZiIsIjE2MTI2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=482aefc31cb28bda
Rover Chairs,Ron Arad,8428,"(British, born Israel 1951)",Israeli,(British),(male),Painted tubular steel and leather,Architecture & Design Purchase Fund,Design,Architecture & Design,2009-01-14,https://www.moma.org/collection/works/126746,https://www.moma.org/media/W1siZiIsIjE2MTI2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1f9da18b48798a43
"Eye Candy from the Sensory Plasticity project, USB Lolly (Models)","Eyal Burstein, Michele Gauler, Beta Tank","33000, 33001, 33002","(Israeli, born 1977) (German, born 1973) (UK, est. 2007)",Israeli,(Israeli) (German) (British),(male) (female) (),"Copper, steel, polyurethane, and sugar","Gift of the Speyer Family Foundation
",Design,Architecture & Design,2008-05-22,https://www.moma.org/collection/works/126783,https://www.moma.org/media/W1siZiIsIjIzODA2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9a345752ef39a839
Eye Candy from the Sensory Plasticity project (Models),"Eyal Burstein, Michele Gauler, Beta Tank","33000, 33001, 33002","(Israeli, born 1977) (German, born 1973) (UK, est. 2007)",Israeli,(Israeli) (German) (British),(male) (female) (),"Copper, steel, polyurethane, and sugar","Gift of the Speyer Family Foundation
",Design,Architecture & Design,2008-05-22,https://www.moma.org/collection/works/126784,https://www.moma.org/media/W1siZiIsIjIzODA2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ecdaa9209b263c4c
Eye Candy from the Sensory Plasticity project (Models),"Eyal Burstein, Michele Gauler, Beta Tank","33000, 33001, 33002","(Israeli, born 1977) (German, born 1973) (UK, est. 2007)",Israeli,(Israeli) (German) (British),(male) (female) (),"Copper, steel, polyurethane, and sugar","Gift of the Speyer Family Foundation
",Design,Architecture & Design,2008-05-22,https://www.moma.org/collection/works/126785,https://www.moma.org/media/W1siZiIsIjIzODA2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ecdaa9209b263c4c
Eye Candy from the Sensory Plasticity project (Models),"Eyal Burstein, Michele Gauler, Beta Tank","33000, 33001, 33002","(Israeli, born 1977) (German, born 1973) (UK, est. 2007)",Israeli,(Israeli) (German) (British),(male) (female) (),"Copper, steel, polyurethane, and sugar","Gift of the Speyer Family Foundation
",Design,Architecture & Design,2008-05-22,https://www.moma.org/collection/works/126786,https://www.moma.org/media/W1siZiIsIjIzODA2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ecdaa9209b263c4c
Stack,Shay Alkalay,36511,"(Israeli, born 1976)",Israeli,(Israeli),(male),Painted plywood and steel,Fund for the Twenty-First Century,Design,Architecture & Design,2009-01-14,https://www.moma.org/collection/works/126819,https://www.moma.org/media/W1siZiIsIjE3MjAxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=107f9717aaf642cd
Stack,Shay Alkalay,36511,"(Israeli, born 1976)",Israeli,(Israeli),(male),Painted plywood and steel,Fund for the Twenty-First Century,Design,Architecture & Design,2009-01-14,https://www.moma.org/collection/works/126820,https://www.moma.org/media/W1siZiIsIjE3MjAxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bfe66228aff25c52
Bats,Jan Tichy,37621,"(Israeli, born Czech Republic 1974)",Israeli,(Israeli),(male),Two sets of eighty 35mm color slides (8 min.) and two slide projectors,Gift of Artis Contemporary Israeli Art Fund,Installation,Media and Performance,2009-11-19,https://www.moma.org/collection/works/131034,https://www.moma.org/media/W1siZiIsIjE5NTUzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b6b0e79adfe82539
"Eagle Glove, Falcon (Kodak)",Elad Lassry,38028,"(Israeli, born 1977)",Israeli,(Israeli),(male),Chromogenic print,Fund for the Twenty-First Century,Photograph,Photography,2010-05-12,https://www.moma.org/collection/works/135090,https://www.moma.org/media/W1siZiIsIjI2MTMwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ab18b8e7d6328e5b
Wall,Elad Lassry,38028,"(Israeli, born 1977)",Israeli,(Israeli),(male),Chromogenic print,Fund for the Twenty-First Century,Photograph,Photography,2010-05-12,https://www.moma.org/collection/works/135091,https://www.moma.org/media/W1siZiIsIjI2MTMxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=676b338420624767
Angela Ledgerwood,Elad Lassry,38028,"(Israeli, born 1977)",Israeli,(Israeli),(male),Chromogenic print,Fund for the Twenty-First Century,Photograph,Photography,2010-05-12,https://www.moma.org/collection/works/135092,https://www.moma.org/media/W1siZiIsIjI2MTMxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2f419d000807c0f9
Nailpolish,Elad Lassry,38028,"(Israeli, born 1977)",Israeli,(Israeli),(male),Chromogenic print,Fund for the Twenty-First Century,Photograph,Photography,2010-05-12,https://www.moma.org/collection/works/135093,https://www.moma.org/media/W1siZiIsIjI2MjI0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ea449a6be53e3aa9
Portrait 1 (silver),Elad Lassry,38028,"(Israeli, born 1977)",Israeli,(Israeli),(male),Gelatin silver print with applied silver foil,Fund for the Twenty-First Century,Photograph,Photography,2010-05-12,https://www.moma.org/collection/works/135094,https://www.moma.org/media/W1siZiIsIjI2MTMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=cf04e6e96832749c
Textile (For Him and Her),Elad Lassry,38028,"(Israeli, born 1977)",Israeli,(Israeli),(male),Gelatin silver print,Fund for the Twenty-First Century,Photograph,Photography,2010-05-12,https://www.moma.org/collection/works/135095,https://www.moma.org/media/W1siZiIsIjI2MTMxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c4303b341712aaee
Beets,Elad Lassry,38028,"(Israeli, born 1977)",Israeli,(Israeli),(male),Chromogenic print,Fund for the Twenty-First Century,Photograph,Photography,2010-05-12,https://www.moma.org/collection/works/135096,https://www.moma.org/media/W1siZiIsIjI2MTMxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=480e2535600b06c7
Woman (Camera),Elad Lassry,38028,"(Israeli, born 1977)",Israeli,(Israeli),(male),Chromogenic print,Fund for the Twenty-First Century,Photograph,Photography,2010-05-12,https://www.moma.org/collection/works/135097,https://www.moma.org/media/W1siZiIsIjI2MTMxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0853ce89e5339ce8
"Green Peppers, Shiitake",Elad Lassry,38028,"(Israeli, born 1977)",Israeli,(Israeli),(male),Chromogenic print,Fund for the Twenty-First Century,Photograph,Photography,2010-05-12,https://www.moma.org/collection/works/135639,https://www.moma.org/media/W1siZiIsIjI2MTMxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5b26782a4e51af1f
Untitled,Elad Lassry,38028,"(Israeli, born 1977)",Israeli,(Israeli),(male),"16mm film (color, silent)",Gift of the Bronzini Vender Family,Film,Media and Performance,2016-09-19,,
Wallpiercing Lights,Ron Gilad,39470,"(Israeli, born 1972)",Israeli,(Israeli),(male),"LED's, cast aluminum, polycarbonate, plaster",Gift of the manufacturer,Design,Architecture & Design,2011-05-17,https://www.moma.org/collection/works/146686,https://www.moma.org/media/W1siZiIsIjIxNTQ5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=492b5867b655c4c1
"Kibbutz Kfar Masaryk, Israel (Ground floor plan)",Munio Gitai Weinraub,39164,"(Israeli, 1909–1970)",Israeli,(Israeli),(male),Pencil on vellum,Gift of Amos Gitai courtesy of the Munio Gitai Weinraub Foundation,Architecture,Architecture & Design,2012-06-07,https://www.moma.org/collection/works/161180,https://www.moma.org/media/W1siZiIsIjI2NDk1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=45ec64c903cc5152
"Kibbutz Kfar Masaryk, Israel (Floor plan)",Munio Gitai Weinraub,39164,"(Israeli, 1909–1970)",Israeli,(Israeli),(male),Ink on vellum,Gift of Amos Gitai courtesy of the Munio Gitai Weinraub Foundation,Architecture,Architecture & Design,2012-06-07,https://www.moma.org/collection/works/161181,https://www.moma.org/media/W1siZiIsIjI2NDA3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ea28b52aa8a67b63
"Kibbutz Kfar Masaryk, Israel (Details)",Munio Gitai Weinraub,39164,"(Israeli, 1909–1970)",Israeli,(Israeli),(male),Ink on vellum,Gift of Amos Gitai courtesy of the Munio Gitai Weinraub Foundation,Architecture,Architecture & Design,2012-06-07,https://www.moma.org/collection/works/161182,https://www.moma.org/media/W1siZiIsIjI2NDk1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=15a47fc5692607da
"Kibbutz Kfar Masaryk, Israel (Plan)",Munio Gitai Weinraub,39164,"(Israeli, 1909–1970)",Israeli,(Israeli),(male),Ink on tracing paper,Gift of Amos Gitai courtesy of the Munio Gitai Weinraub Foundation,Architecture,Architecture & Design,2012-06-07,https://www.moma.org/collection/works/161183,https://www.moma.org/media/W1siZiIsIjI2NDk1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=db8d1c84460b3b1c
"Kibbutz Kfar Masaryk, Israel (Plan)",Munio Gitai Weinraub,39164,"(Israeli, 1909–1970)",Israeli,(Israeli),(male),Ink on paper,Gift of Amos Gitai courtesy of the Munio Gitai Weinraub Foundation,Architecture,Architecture & Design,2012-06-07,https://www.moma.org/collection/works/161184,https://www.moma.org/media/W1siZiIsIjI2NDk1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1a3cc8ad02a8a17d
"Kibbutz Kfar Masaryk, Israel (Plan and section)",Munio Gitai Weinraub,39164,"(Israeli, 1909–1970)",Israeli,(Israeli),(male),Print,Gift of Amos Gitai courtesy of the Munio Gitai Weinraub Foundation,Architecture,Architecture & Design,2012-06-07,https://www.moma.org/collection/works/161185,https://www.moma.org/media/W1siZiIsIjI2NDA3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=aedfe4cad114121e
"Kibbutz Kfar Masaryk, Israel (Elevations)",Munio Gitai Weinraub,39164,"(Israeli, 1909–1970)",Israeli,(Israeli),(male),Ink on vellum,Gift of Amos Gitai courtesy of the Munio Gitai Weinraub Foundation,Architecture,Architecture & Design,2012-06-07,https://www.moma.org/collection/works/161186,https://www.moma.org/media/W1siZiIsIjI2NDk1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=61d66be776d78ed0
"Kibbutz Kfar Masaryk, Israel (Plan and elevation, details)",Munio Gitai Weinraub,39164,"(Israeli, 1909–1970)",Israeli,(Israeli),(male),Print,Gift of Amos Gitai courtesy of the Munio Gitai Weinraub Foundation,Architecture,Architecture & Design,2012-06-07,https://www.moma.org/collection/works/161187,https://www.moma.org/media/W1siZiIsIjI2NDA3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bc8e345af70e4232
"Kibbutz Kfar Masaryk, Israel (Elevation)",Munio Gitai Weinraub,39164,"(Israeli, 1909–1970)",Israeli,(Israeli),(male),Print,Gift of Amos Gitai courtesy of the Munio Gitai Weinraub Foundation,Architecture,Architecture & Design,2012-06-07,https://www.moma.org/collection/works/161188,https://www.moma.org/media/W1siZiIsIjI3OTEwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e8a92cd2cb1841b1
"Kibbutz Kfar Masaryk, Israel (Site plan)",Munio Gitai Weinraub,39164,"(Israeli, 1909–1970)",Israeli,(Israeli),(male),Pencil and ink on tracing paper,Gift of Amos Gitai courtesy of the Munio Gitai Weinraub Foundation,Architecture,Architecture & Design,2012-06-07,https://www.moma.org/collection/works/161189,https://www.moma.org/media/W1siZiIsIjI2NDk1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=13265f7bcbd9626d
"Kibbutz Kfar Masaryk, Israel (Elevation)",Munio Gitai Weinraub,39164,"(Israeli, 1909–1970)",Israeli,(Israeli),(male),Print,Gift of Amos Gitai courtesy of the Munio Gitai Weinraub Foundation,Architecture,Architecture & Design,2012-06-07,https://www.moma.org/collection/works/161190,https://www.moma.org/media/W1siZiIsIjI3OTEwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8a2b65f25cdc498b
"Kibbutz Kfar Masaryk, Israel (Floor plan)",Munio Gitai Weinraub,39164,"(Israeli, 1909–1970)",Israeli,(Israeli),(male),Pencil and ink on tracing paper,Gift of Amos Gitai courtesy of the Munio Gitai Weinraub Foundation,Architecture,Architecture & Design,2012-06-07,https://www.moma.org/collection/works/161191,https://www.moma.org/media/W1siZiIsIjI2NDk1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a05b977c7565229e
"Kibbutz Kfar Masaryk, Israel (Plan)",Munio Gitai Weinraub,39164,"(Israeli, 1909–1970)",Israeli,(Israeli),(male),Print,Gift of Amos Gitai courtesy of the Munio Gitai Weinraub Foundation,Architecture,Architecture & Design,2012-06-07,https://www.moma.org/collection/works/161192,https://www.moma.org/media/W1siZiIsIjI2NDA3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7af4083dc0762acf
